market id,market symbol,market name,trade quantity,trade price,date/time [utc]
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,5.0,Jun/04/2012 00:12:20
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,3.5,Jun/06/2012 22:07:52
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,7,3.3,Jun/06/2012 22:08:03
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,3.3,Jun/07/2012 20:16:23
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,3.3,Jun/11/2012 11:43:23
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,16,3.0,Jun/11/2012 11:43:23
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,4.0,Jun/14/2012 12:49:39
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,3.0,Jun/14/2012 23:58:16
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,4,3.5,Jun/14/2012 23:58:16
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,4.0,Jun/23/2012 04:32:59
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,20,3.0,Jun/29/2012 11:55:49
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,3.0,Jul/05/2012 03:00:38
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,4,2.9,Jul/05/2012 04:16:44
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,2.9,Jul/10/2012 21:20:59
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,15,2.9,Jul/10/2012 22:53:38
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,3.0,Jul/14/2012 23:41:17
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,3.0,Jul/15/2012 16:10:37
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,15,3.0,Jul/17/2012 11:34:25
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,3.0,Jul/18/2012 14:39:12
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,9,2.9,Jul/22/2012 15:23:42
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,3,2.9,Jul/22/2012 15:25:43
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,40,2.9,Jul/22/2012 15:28:39
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,28,2.9,Jul/22/2012 19:30:17
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,2.5,Jul/23/2012 02:42:40
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,2.5,Jul/23/2012 11:42:12
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,2.5,Jul/23/2012 11:42:12
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,21,2.0,Jul/26/2012 11:31:46
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,20,2.0,Jul/26/2012 21:49:32
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,2.0,Jul/27/2012 03:08:21
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,1.2,Jul/27/2012 17:28:06
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,29,1.1,Jul/27/2012 18:54:01
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,1.2,Jul/27/2012 18:54:01
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,0.9,Jul/28/2012 03:32:24
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,20,0.9,Jul/29/2012 09:58:11
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,1.5,Jul/29/2012 12:08:29
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,10,1.0,Jul/29/2012 20:06:43
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,20,0.9,Jul/29/2012 20:06:52
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,12,0.9,Jul/29/2012 20:07:15
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,15,0.4,Jul/29/2012 20:49:11
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,4,0.4,Jul/31/2012 00:45:39
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,5,0.5,Jul/31/2012 03:32:41
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,81,0.4,Jul/31/2012 11:14:24
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,40,0.2,Jul/31/2012 11:14:33
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,25,0.1,Jul/31/2012 11:14:39
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,50,0.3,Jul/31/2012 14:40:37
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,25,0.3,Jul/31/2012 15:19:12
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,50,0.5,Jul/31/2012 15:32:26
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,6,0.5,Jul/31/2012 16:07:08
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,2,0.5,Jul/31/2012 16:08:10
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,0.5,Jul/31/2012 16:45:00
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,141,0.5,Jul/31/2012 17:52:02
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,100,0.5,Jul/31/2012 18:46:31
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,75,0.3,Jul/31/2012 18:48:44
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,100,0.1,Jul/31/2012 18:49:47
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,500,0.1,Jul/31/2012 18:49:47
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,100,0.2,Jul/31/2012 18:52:57
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,100,0.2,Jul/31/2012 18:52:57
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,154,0.1,Jul/31/2012 19:36:49
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,100,0.2,Jul/31/2012 19:43:34
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,100,0.2,Jul/31/2012 21:24:37
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,1,0.1,Jul/31/2012 22:06:40
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,180,0.1,Aug/01/2012 04:34:50
753627,INDEPENDENT/3rdPARTY.CANDIDATE,Palin, Trump, Bloomberg, Paul OR Bachmann to run for President as Independent or 3rd party candidate,19,0.1,Aug/01/2012 05:33:50
